                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                       2                                      699                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.1999999999999999E-005                  1.2000000000000002E-005                  4.3960756887398520E+003                  1.2352267772106404E+000                  1.9160030112679642E+000                 -4.1299779315637988E+000                  6.9999999999999996E-001                  2.9797635251138530E-005                  2.7997020236474895E-001                  3.4468833607861353E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                 -7.5734319118013695E-013                  7.0000000000000029E-001                  2.9797635251138472E-005                  2.7997020236474890E-001                  3.4468833607861336E-003                  1.0103427409336072E-003                  9.3805276451495445E-003                  2.0850244238750375E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999831211828E-001                  1.9151383305152312E+000                  9.9999999709500176E-001                  1.9147275819955265E+000                  2.6543081302626997E+004                  9.9503423484890014E+006                  8.0956794205690393E+009                  8.3152021565167962E-006                  8.3152021565167962E-006                  7.5501405185119292E-085                  3.3274405404764400E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.9426720000000000E+002                                  "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-20.12.2"                                 "CRMATH"                               "20240302" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  2.8239618729786625E-001                  3.6431100750816454E+000                 -6.8410114040748606E+000                  4.6044259590498626E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  9.9999999999899991E-001                  2.8239598609345690E-001                  3.6432111956558533E+000                 -6.8403069489104791E+000                  4.6052332737813577E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  9.9999999999775002E-001                  2.8239573499518417E-001                  3.6433237498210582E+000                 -6.8395261857243241E+000                  4.6061285356137631E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  9.9999999999650002E-001                  2.8239548434748679E-001                  3.6434928647113254E+000                 -6.8383587914179866E+000                  4.6074679806053052E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  9.9999999999400002E-001                  2.8239498439648342E-001                  3.6438322498607199E+000                 -6.8360375497335761E+000                  4.6101345528808801E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999998900002E-001                  2.8239398981941893E-001                  3.6446294253183797E+000                 -6.8306898220904744E+000                  4.6162936680075886E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  9.9999999997650002E-001                  2.8239153377680926E-001                  3.6457881591844536E+000                 -6.8232198402118520E+000                  4.6249437844001022E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  9.9999999996400013E-001                  2.8238911957694540E-001                  3.6475539335475067E+000                 -6.8123584943403825E+000                  4.6376045286704999E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                       9                  9.9999999993899991E-001                  2.8238441031816969E-001                  3.6511955901307034E+000                 -6.7918061325200565E+000                  4.6618708215978844E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                      10                  9.9999999988900001E-001                  2.8237542671150334E-001                  3.6569759906297796E+000                 -6.7636706854694708E+000                  4.6959057907660400E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
