                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     100                                      706                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.1408986761007136E+003                  6.9014978768345213E+002                  4.3965130481549813E+003                  1.2339327707368020E+000                  1.9146181748632030E+000                 -4.1287867235029232E+000                  6.9999999998756901E-001                  2.9797647682706925E-005                  2.7997020236474862E-001                  3.4468833607861219E-003                  1.0103427409336059E-003                  9.3805276451495341E-003                  2.0850244238750349E-003                  9.9999999686533381E-001                 -7.5630777780531445E-013                  6.9999999780475464E-001                  2.9797636136766191E-005                  2.7997020148713575E-001                  3.4468833499813074E-003                  1.0103427377665193E-003                  9.3805276157447222E-003                  2.0850244173391832E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999518194227E-001                  1.9137551142049174E+000                  9.9999999396473394E-001                  1.9133442013147997E+000                  2.6514309586752137E+004                  9.9679816523157321E+006                  8.1041692106792574E+009                  8.3732958367413525E-006                  8.3732958367413576E-006                  7.9968339117425942E-085                  3.3506890046736607E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3067682406091589E+011                                  "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-20.12.2"                                 "CRMATH"                               "20240302" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  9.9999999686533381E-001                  2.8208217721652218E-001                  3.6431308727299423E+000                 -6.8408311621438189E+000                  4.6046272276547917E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       2                  9.9999999686483376E-001                  2.8208207643773214E-001                  3.6431759000190604E+000                 -6.8405170984551518E+000                  4.6049870917368283E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       3                  9.9999999686433372E-001                  2.8208197573172650E-001                  3.6432547499982304E+000                 -6.8399682589636575E+000                  4.6056161378349811E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       4                  9.9999999686308383E-001                  2.8208172428437334E-001                  3.6433675945825788E+000                 -6.8391859919342117E+000                  4.6065131995981066E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       5                  9.9999999686183383E-001                  2.8208147328909228E-001                  3.6435371463035664E+000                 -6.8380163569785655E+000                  4.6078553306254362E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       6                  9.9999999685933383E-001                  2.8208097264736814E-001                  3.6438774100122777E+000                 -6.8356906884353776E+000                  4.6105272256397640E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       7                  9.9999999685433383E-001                  2.8207997670635887E-001                  3.6443913779383097E+000                 -6.8322365043123767E+000                  4.6145045334061718E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       8                  9.9999999684808383E-001                  2.8207874163289798E-001                  3.6449673858667007E+000                 -6.8284459936543636E+000                  4.6188815094221782E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                       9                  9.9999999684183383E-001                  2.8207751728181729E-001                  3.6458384164271229E+000                 -6.8228492057647943E+000                  4.6253654298976343E+000                  6.9999999999940443E-001                  2.8000000000059572E-001                  1.9999999999999796E-002 
                                      10                  9.9999999682933394E-001                  2.8207509990340512E-001                  3.6476088645903468E+000                 -6.8119686325780053E+000                  4.6380501710807565E+000                  6.9999999999940443E-001                  2.8000000000059572E-001                  1.9999999999999796E-002 
                                      11                  9.9999999680433371E-001                  2.8207038465300516E-001                  3.6512602736267032E+000                 -6.7913821387088813E+000                  4.6623605454694577E+000                  6.9999999999940432E-001                  2.8000000000059566E-001                  2.0000000000000018E-002 
                                      12                  9.9999999675433382E-001                  2.8206139032281841E-001                  3.6570563347738321E+000                 -6.7632048279975043E+000                  4.6964533316030019E+000                  6.9999999999940432E-001                  2.8000000000059572E-001                  2.0000000000000018E-002 
                                      13                  9.9999999669183393E-001                  2.8205085298686700E-001                  3.6621842810569234E+000                 -6.7419370987259324E+000                  4.7229548272539184E+000                  6.9999999999940432E-001                  2.8000000000059577E-001                  1.9999999999999907E-002 
                                      14                  9.9999999666058381E-001                  2.8204583584440041E-001                  3.6656779262726618E+000                 -6.7286898322971185E+000                  4.7397654348388185E+000                  6.9999999999940421E-001                  2.8000000000059577E-001                  2.0000000000000018E-002 
